bottle,variety,country,description,designation,points,price,province,region_1,region_2,winery,taster_name,taster_twitter_handle
Gary Farrell 2010 Rochioli Vineyard Chardonnay (Russian River Valley),Chardonnay,US,"Gary Farrell is one of the few wineries to obtain fruit from this coveted vineyard. As always, the wine is intensely concentrated in tropical fruits, green apples and pears, with such weight that it can easily handle lavish new French oak. The alcohol is refreshingly low and the acidity is brisk and mouthwatering. This gorgeous evocation of Russian River Chardonnay is flashy and delicious now, but the window of opportunity seems to be between 2014–2017 before the fruit starts to fade away.",Rochioli Vineyard,94,45,California,Russian River Valley,Sonoma,Gary Farrell,[EMPTY],[EMPTY]
Captûre 2010 Révélation Cabernet Sauvignon (Pine Mountain-Cloverdale Peak),Cabernet Sauvignon,US,"What a great follow-up to the 2009 vintage. You can put this in the cellar with entire confidence that it will age for likely 10–20 years, and actually improve. At nearly three years of age, it's rich and vibrant with black currants, blueberries and dark chocolate, and a big hit of sweet oak. But the tannins are impossible, locking the mouth down with astringency. It's a pity that most of the 2l,064 bottles produced will probably be opened too young.",Révélation,94,140,California,Pine Mountain-Cloverdale Peak,Sonoma,Captûre,[EMPTY],[EMPTY]
Williams Selyem 2011 Olivet Lane Vineyard Chardonnay (Russian River Valley),Chardonnay,US,"Insanely rich and opulent, brimming with apricot and tangerine jam, green-apple butter, pineapple tart, vanilla, honeysuckle, buttered toast and spice flavors. Somehow, the mass is reined in by a tight framework of acids, minerals and oak tannins. This shows the pedigree that comes from this famous vineyard, as well as the Williams Selyem signature of extreme class and deliciousness. Drink over the next five years.",Olivet Lane Vineyard,94,55,California,Russian River Valley,Sonoma,Williams Selyem,[EMPTY],[EMPTY]
Les Astéries 2010  Saint-Émilion,Bordeaux-style Red Blend,France,"Austere and severe, this single-vineyard wine is very much a product of its limestone terroir. It has a mineral intensity that pushes through the tannins and black currant fruit, giving a powerful, dark character. Firm and structured, this is a wine for the long term.",[EMPTY],94,200,Bordeaux,Saint-Émilion,[EMPTY],Les Astéries,Roger Voss,@vossroger
Stone The Crows 2010 Three Twins Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"The latest entrant into the Napa Cabernet sweepstakes succeeds with this flashy wine. Made from grapes grown in the warm Vaca Hills east of the Silverado Trail, this wine impresses immediately with aromatics of black currants, mocha and lightly toasted French oak. In the mouth, it's pure Cabernet pleasure, with soft, compelling tannins and fine acidity. It's a dramatic wine that should develop well over the next 10 years, if not longer. This is a winery to watch.",Three Twins Vineyard,94,85,California,Napa Valley,Napa,Stone The Crows,[EMPTY],[EMPTY]
Tarlant NV Hommage à Louis Tarlant Brut  (Champagne),Champagne Blend,France,"Equal parts Pinot Noir and Chardonnay, this is a powerfully rich wine based on the 1998 and 1997 vintage. It is full, packed with citrus, peach and apricot flavors mingling with a beautiful, generous creamy texture. This is a glorious Champagne, a worthy homage to Louis Tarlant who pioneered the family's Champagne in the early 20th century.",Hommage à Louis Tarlant Brut,94,[EMPTY],Champagne,Champagne,[EMPTY],Tarlant,Roger Voss,@vossroger
Uccelliera 2008  Brunello di Montalcino,Sangiovese Grosso,Italy,"Here's a beautiful interpretation from the 2008 vintage that shows balance, harmony and intensity all zipped up into one tight package. That seamless integration, followed by rich extraction, gives the wine momentum overall. Although this is a different wine from past vintages, the quality is just as high. Hold 5–10 years.",[EMPTY],94,65,Tuscany,Brunello di Montalcino,[EMPTY],Uccelliera,[EMPTY],[EMPTY]
La Chablisienne 2006 Les Preuses Grand Cru  (Chablis),Chardonnay,France,"This is powerful, typical of Les Preuses. White and yellow fruits are important to the palate, but so are rich, honeyed toast, minerality and an opulent, intense concentration. This is impressive, elegance with power, and worth aging for several years.",Les Preuses Grand Cru,94,67,Burgundy,Chablis,[EMPTY],La Chablisienne,Roger Voss,@vossroger
Lookout Ridge 2006 Greg La Follette Van de Kamp Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,US,"Greg La Follette, who made this wine, understands the Van der Kamp vineyard, where this wine comes from, better than anyone. It's a startling wine, rich and full-bodied, yet utterly delicious in youthful appeal. With a fine, dry structure, it offers enormous flavors of cherries, raspberries, currants, mocha, cinnamon and smoky oak, and the finish lasts for a full minute. Expensive, but all the proceeds are for charity.",Greg La Follette Van de Kamp Vineyard,94,100,California,Sonoma Mountain,Sonoma,Lookout Ridge,[EMPTY],[EMPTY]
Olivier Leflaive 2006  Corton-Charlemagne,Chardonnay,France,"This is a rare venture by Olivier Leflaive outside his home territory around Puligny, Chassagne and Meursault. The wine is classic Corton-Charlemagne, big and bold, a broad-shouldered wine that brings together toastiness, ripe pineapple and mango and balancing, lively acidity. It is already giving great pleasure, but should last well over the next decade.",[EMPTY],94,150,Burgundy,Corton-Charlemagne,[EMPTY],Olivier Leflaive,Roger Voss,@vossroger
Xavier Monnot 2006 Les Charmes Premier Cru  (Meursault),Chardonnay,France,"Sumptuous and rich, a fully gorgeous Chardonnay, with butter and citrus flavors combining with panache. The wine just fill the mouth, a succession of pineapple, soft toast, spice and mango flavors, finished with acidity. To drink now, but it is worth keeping for 2–3 years.",Les Charmes Premier Cru,94,99,Burgundy,Meursault,[EMPTY],Xavier Monnot,Roger Voss,@vossroger
Domaine Leflaive 2006 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,France,"A rich, mouthfilling,  sophisticated wine. The secret is in the balance, with the concentrated fruit flavors—dried apricot, mango and lemon—in just the right proportion. It tastes delicious now, but will certainly age over five years or more.",Les Pucelles Premier Cru,94,273,Burgundy,Puligny-Montrachet,[EMPTY],Domaine Leflaive,Roger Voss,@vossroger
Fielding Hills 2006 RiverBend Vineyard Syrah (Wahluke Slope),Syrah,US,"Bold and forward, this estate-grown Syrah fairly explodes with scents of game, cured meat and smoke. The black cherry and cassis fruit forms a dense and sappy core; as the wine skips across the tongue nuances of tobacco, sweet leather, chocolate and spices come into play. It just keeps on going, adding caramel and peppery chocolate through an evolving and satisfying finish.",RiverBend Vineyard,94,40,Washington,Wahluke Slope,Columbia Valley,Fielding Hills,Paul Gregutt,@paulgwine 
Royal Tokaji 1999 Mézes Mály Aszú 6 Puttonyos  (Tokaji),Tokaji,Hungary,"This exuberant Tokaji starts with an enticing nose of orange peel, honey, flowers and toast, and explodes in the mouth with intense, delicious waves of lemon, orange and honey flavors. A perfect balance of acid and fruit keeps the wine fresh without losing its luscious appeal. A memorable wine loaded with personality and excitement.",Mézes Mály Aszú 6 Puttonyos,94,175,Tokaji,[EMPTY],[EMPTY],Royal Tokaji,Susan Kostrzewa,@suskostrzewa
Domaine Laroche 2006 Les Clos Grand Cru  (Chablis),Chardonnay,France,"A beautiful, ripe wine that shows the richness of 2006 in Chablis. The wine revels in its yellow fruit flavors, apricots, peaches even pineapple, underscored by new wood flavors. Then acidity comes through, a fresh lift that leaves the wine with a clean, smooth finish. And once these initial fruits soften, the secondary flavors promise some good aging. Screwcap.",Les Clos Grand Cru,94,117,Burgundy,Chablis,[EMPTY],Domaine Laroche,Roger Voss,@vossroger
Domaine Leflaive 2006 Clavoillon Premier Cru  (Puligny-Montrachet),Chardonnay,France,"A superb wine. It opens slowly in the mouth, revealing layers of toast followed by intense white and green fruits. Spice and nutmeg accent the kiwi, pepper and pineapple notes, all concentrated around a core of minerality. Age for at least four years.",Clavoillon Premier Cru,94,152,Burgundy,Puligny-Montrachet,[EMPTY],Domaine Leflaive,Roger Voss,@vossroger
Sheridan Vineyard 2005 Reserve Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,US,"More powerful and potent than the '04, this simply has more juice, more depth, more power and more detail than any previous Sheridan wine. The fruit is exceptional—dense black cherry and cassis, with a sense of compact layering that promises great aging potential. This was 30 months in oak but does not seem oaky in any way. It already has the balance, the polish and the length to justify long-term cellaring. Tannins are ripe and supple, bringing in hints of dried herb and black olive.",Reserve,94,75,Washington,Yakima Valley,Columbia Valley,Sheridan Vineyard,Paul Gregutt,@paulgwine 
Whitehall Lane 2005 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"Made from 100% Cab, this wine pours inky black, and feels softly ripe in the mouth, with pie-filling blackberries, cherries, mocha, plums, tobacco and sweet dusty spices. Shows a tannic astringency that strongly suggests cellaring, although it's flashy now. Best after 2011 and beyond.",Reserve,94,75,California,Napa Valley,Napa,Whitehall Lane,[EMPTY],[EMPTY]
Woodward Canyon 2006 Old Vines Dedication Series #26 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,US,"This is a mix of 56% Sagemoor and 41% Champoux Cabernet, with a 3% splash of estate Petit Verdot. It's detailed in the manner of a Pauillac, thick cassis fruit with deep veins of iron, cedar, licorice and a just a hint of silage. The fruit is dark and dense, but with breathing you'll find it begins to open into a splendid blend of black cherry, cassis and mountain berry flavor. Woodward Canyon's red wines age beautifully, but if drunk young give them a lot of breathing time.",Old Vines Dedication Series #26,94,84,Washington,Columbia Valley (WA),Columbia Valley,Woodward Canyon,Paul Gregutt,@paulgwine 
Tre Monti 2007 Casa Lola  (Albana di Romagna),Albana,Italy,"This is a beautiful and delicate dessert wine with lightly musty notes that appear in the back of candied fruit, orange zest, almond paste, stone fruit and vanilla cream. It feels light and buoyant on the close but also delivers the heft and personality you need for a pairing with aged goat cheese and apricot jelly.",Casa Lola,94,[EMPTY],Central Italy,Albana di Romagna,[EMPTY],Tre Monti,[EMPTY],[EMPTY]
Domaine Chandon de Briailles 2006 Ile de Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,France,"A ripe, red berry-fruit flavored wine, highlighted with sweet cherries. At this young stage, it shows more fruit than structure. Tannins are here, likely to flesh out the wine as it develops. For the moment, enjoy the great swathes of sweet fruit.",Ile de Vergelesses Premier Cru,94,53,Burgundy,Pernand-Vergelesses,[EMPTY],Domaine Chandon de Briailles,Roger Voss,@vossroger
Gorman 2008 The Evil Twin Cabernet Sauvignon-Syrah (Red Mountain),Cabernet Sauvignon-Syrah,US,"This is beautifully aromatic and assertively tannic, with monster fruit that overtakes the 100% new oak and shows no hint of heat from the 15.5% alcohol. It's big, yet graceful, with veins of smoke and rock wrapped around the dense cassis and berry fruit. Young as it is, this has immense concentration and depth.",The Evil Twin,94,60,Washington,Red Mountain,Columbia Valley,Gorman,Paul Gregutt,@paulgwine 
Iron Horse 1996 Joy! Rosé Sparkling (Green Valley),Sparkling Blend,US,"This Brut-style wine feels extraordinarily refined in the mouth, with a silky, airy texture. The flavors of toffee, butterscotch, orange marmalade and vanilla bean are rich, but balanced with yeasty bitterness and bright acidity. Gorgeous to drink now, anywhere, anytime, with practically anything. Pricey, yes, but worth it for special occasions.",Joy! Rosé,94,160,California,Green Valley,Sonoma,Iron Horse,[EMPTY],[EMPTY]
Joseph Drouhin 2007  Grands-Echezeaux,Pinot Noir,France,"Dark and structured, powered by smoky tannins and plum skin texture. The wine is just beginning, its weight an indication of good aging potential. It is firm and dense, the acidity providing an attractive final freshness.",[EMPTY],94,285,Burgundy,Grands-Echezeaux,[EMPTY],Joseph Drouhin,Roger Voss,@vossroger
Joseph Drouhin 2008 Les Amoureuses Premier Cru  (Chambolle-Musigny),Pinot Noir,France,"With its fine tannic structure, plum juice sweetness and beautifully ripe fruits, this is a wine that combines structure with a rich velvet coat. The acidity gives a fine lift, bringing out strawberries and a final piercing freshness.",Les Amoureuses Premier Cru,94,280,Burgundy,Chambolle-Musigny,[EMPTY],Joseph Drouhin,Roger Voss,@vossroger
Coquelicot 2008 Sixer Red (Happy Canyon of Santa Barbara),Rhône-style Red Blend,US,"This wine is dry and crisp and enormously complex. It flatters the palate with waves of blackberries, cherries, currants, tangerines, bacon, white pepper and sweet vanilla oak, and the all-important tannin structure is fine. It's 94% Syrah, while 6% Viognier brings the perfect bite of acidity and citrus.",Sixer,94,35,California,Happy Canyon of Santa Barbara,Central Coast,Coquelicot,[EMPTY],[EMPTY]
Domaine des Comtes Lafon 2008 Clos des Chênes Premier Cru  (Volnay),Pinot Noir,France,"Already a beautifully balanced wine, with firm tannin, ripe cherry fruits and a fine, elegant structure. A plush feel is just beginning to develop, showing through the tight, closed youthful texture.",Clos des Chênes Premier Cru,94,[EMPTY],Burgundy,Volnay,[EMPTY],Domaine des Comtes Lafon,Roger Voss,@vossroger
